"date","state","fips","cases","deaths","new_cases","new_deaths","days_since_death10","days_since_case100"
2020-03-13,"Alabama",1,6,0,6,0,0,0
2020-03-14,"Alabama",1,12,0,6,0,0,0
2020-03-15,"Alabama",1,23,0,11,0,0,0
2020-03-16,"Alabama",1,29,0,6,0,0,0
2020-03-17,"Alabama",1,39,0,10,0,0,0
2020-03-18,"Alabama",1,51,0,12,0,0,0
2020-03-19,"Alabama",1,78,0,27,0,0,0
2020-03-20,"Alabama",1,106,0,28,0,0,0
2020-03-21,"Alabama",1,131,0,25,0,0,1
2020-03-22,"Alabama",1,157,0,26,0,0,2
2020-03-23,"Alabama",1,196,0,39,0,0,3
2020-03-24,"Alabama",1,242,0,46,0,0,4
2020-03-25,"Alabama",1,386,1,144,1,0,5
2020-03-26,"Alabama",1,538,3,152,2,0,6
2020-03-27,"Alabama",1,639,4,101,1,0,7
2020-03-28,"Alabama",1,720,4,81,0,0,8
2020-03-29,"Alabama",1,830,5,110,1,0,9
2020-03-30,"Alabama",1,947,11,117,6,0,10
2020-03-31,"Alabama",1,999,14,52,3,1,11
2020-04-01,"Alabama",1,1108,28,109,14,2,12
2020-04-02,"Alabama",1,1270,32,162,4,3,13
2020-04-03,"Alabama",1,1535,38,265,6,4,14
2020-04-04,"Alabama",1,1632,44,97,6,5,15
2020-04-05,"Alabama",1,1840,45,208,1,6,16
2020-04-06,"Alabama",1,2005,53,165,8,7,17
2020-04-07,"Alabama",1,2197,64,192,11,8,18
2020-04-08,"Alabama",1,2498,67,301,3,9,19
2020-04-09,"Alabama",1,2838,78,340,11,10,20
2020-04-10,"Alabama",1,3008,80,170,2,11,21
2020-04-11,"Alabama",1,3262,93,254,13,12,22
2020-04-12,"Alabama",1,3583,93,321,0,13,23
2020-04-13,"Alabama",1,3805,104,222,11,14,24
2020-04-14,"Alabama",1,3953,114,148,10,15,25
2020-04-15,"Alabama",1,4241,123,288,9,16,26
2020-04-16,"Alabama",1,4404,137,163,14,17,27
2020-04-17,"Alabama",1,4572,151,168,14,18,28
2020-04-18,"Alabama",1,4723,147,151,0,19,29
2020-04-19,"Alabama",1,4903,160,180,13,20,30
2020-04-20,"Alabama",1,5078,164,175,4,21,31
2020-04-21,"Alabama",1,5327,186,249,22,22,32
2020-04-22,"Alabama",1,5610,201,283,15,23,33
2020-04-23,"Alabama",1,5832,197,222,0,24,34
2020-04-24,"Alabama",1,6026,209,194,12,25,35
2020-04-25,"Alabama",1,6213,213,187,4,26,36
2020-04-26,"Alabama",1,6421,219,208,6,27,37
2020-04-27,"Alabama",1,6539,228,118,9,28,38
2020-04-28,"Alabama",1,6750,242,211,14,29,39
2020-04-29,"Alabama",1,6925,262,175,20,30,40
2020-04-30,"Alabama",1,7068,272,143,10,31,41
2020-05-01,"Alabama",1,7294,289,226,17,32,42
2020-05-02,"Alabama",1,7611,288,317,0,33,43
2020-05-03,"Alabama",1,7888,290,277,2,34,44
2020-05-04,"Alabama",1,8112,298,224,8,35,45
2020-05-05,"Alabama",1,8437,315,325,17,36,46
2020-05-06,"Alabama",1,8691,343,254,28,37,47
2020-05-07,"Alabama",1,9046,369,355,26,38,48
2020-05-08,"Alabama",1,9385,383,339,14,39,49
2020-05-09,"Alabama",1,9668,390,283,7,40,50
2020-05-10,"Alabama",1,9889,393,221,3,41,51
2020-05-11,"Alabama",1,10164,403,275,10,42,52
2020-05-12,"Alabama",1,10464,435,300,32,43,53
2020-05-13,"Alabama",1,10700,450,236,15,44,54
2020-05-14,"Alabama",1,11101,473,401,23,45,55
2020-05-15,"Alabama",1,11373,483,272,10,46,56
2020-05-16,"Alabama",1,11674,485,301,2,47,57
2020-05-17,"Alabama",1,11771,488,97,3,48,58
2020-05-18,"Alabama",1,12086,489,315,1,49,59
2020-05-19,"Alabama",1,12376,504,290,15,50,60
2020-05-20,"Alabama",1,13052,522,676,18,51,61
2020-05-21,"Alabama",1,13414,529,362,7,52,62
2020-05-22,"Alabama",1,13670,541,256,12,53,63
2020-05-23,"Alabama",1,14149,549,479,8,54,64
2020-05-24,"Alabama",1,14478,551,329,2,55,65
2020-05-25,"Alabama",1,14986,566,508,15,56,66
2020-05-26,"Alabama",1,15650,580,664,14,57,67
2020-05-27,"Alabama",1,16032,583,382,3,58,68
2020-05-28,"Alabama",1,16530,591,498,8,59,69
2020-05-29,"Alabama",1,17031,610,501,19,60,70
2020-05-30,"Alabama",1,17359,618,328,8,61,71
2020-05-31,"Alabama",1,17952,630,593,12,62,72
2020-06-01,"Alabama",1,18534,646,582,16,63,73
2020-06-02,"Alabama",1,18771,653,237,7,64,74
2020-06-03,"Alabama",1,18851,653,80,0,65,75
2020-06-04,"Alabama",1,19072,653,221,0,66,76
2020-06-05,"Alabama",1,19387,676,315,23,67,77
2020-06-06,"Alabama",1,20043,689,656,13,68,78
2020-06-07,"Alabama",1,20500,692,457,3,69,79
2020-06-08,"Alabama",1,20925,718,425,26,70,80
2020-06-09,"Alabama",1,21422,729,497,11,71,81
2020-06-10,"Alabama",1,21989,744,567,15,72,82
2020-06-11,"Alabama",1,22845,755,856,11,73,83
2020-06-12,"Alabama",1,23710,769,865,14,74,84
2020-06-13,"Alabama",1,24601,773,891,4,75,85
2020-06-14,"Alabama",1,25615,773,1014,0,76,86
2020-06-15,"Alabama",1,26272,774,657,1,77,87
2020-06-16,"Alabama",1,26912,785,640,11,78,88
2020-06-17,"Alabama",1,27312,790,400,5,79,89
2020-06-18,"Alabama",1,28206,810,894,20,80,90
2020-06-19,"Alabama",1,29002,822,796,12,81,91
2020-06-20,"Alabama",1,29549,838,547,16,82,92
2020-06-21,"Alabama",1,30021,839,472,1,83,93
2020-06-22,"Alabama",1,30454,841,433,2,84,94
2020-06-23,"Alabama",1,31097,864,643,23,85,95
2020-06-24,"Alabama",1,32064,891,967,27,86,96
2020-06-25,"Alabama",1,33206,896,1142,5,87,97
2020-06-26,"Alabama",1,34183,907,977,11,88,98
2020-06-27,"Alabama",1,35083,919,900,12,89,99
2020-06-28,"Alabama",1,35441,919,358,0,90,100
2020-06-29,"Alabama",1,37175,929,1734,10,91,101
2020-06-30,"Alabama",1,38045,950,870,21,92,102
2020-07-01,"Alabama",1,38962,972,917,22,93,103
2020-07-02,"Alabama",1,40111,985,1149,13,94,104
2020-07-03,"Alabama",1,41865,1006,1754,21,95,105
2020-07-04,"Alabama",1,42862,1007,997,1,96,106
2020-07-05,"Alabama",1,43953,1007,1091,0,97,107
2020-07-06,"Alabama",1,44878,1007,925,0,98,108
2020-07-07,"Alabama",1,45785,1033,907,26,99,109
2020-07-08,"Alabama",1,46962,1058,1177,25,100,110
2020-07-09,"Alabama",1,49174,1068,2212,10,101,111
2020-07-10,"Alabama",1,50508,1104,1334,36,102,112
2020-07-11,"Alabama",1,51947,1114,1439,10,103,113
2020-07-12,"Alabama",1,53587,1121,1640,7,104,114
2020-07-13,"Alabama",1,55545,1124,1958,3,105,115
2020-07-14,"Alabama",1,57255,1164,1710,40,106,116
2020-07-15,"Alabama",1,59067,1211,1812,47,107,117
2020-07-16,"Alabama",1,61088,1230,2021,19,108,118
2020-07-17,"Alabama",1,63091,1265,2003,35,109,119
2020-07-18,"Alabama",1,65234,1286,2143,21,110,120
2020-07-19,"Alabama",1,67011,1287,1777,1,111,121
2020-07-20,"Alabama",1,68891,1291,1880,4,112,122
2020-07-21,"Alabama",1,70358,1303,1467,12,113,123
2020-07-22,"Alabama",1,71813,1364,1455,61,114,124
2020-07-23,"Alabama",1,74212,1397,2399,33,115,125
2020-07-24,"Alabama",1,76005,1438,1793,41,116,126
2020-07-25,"Alabama",1,78130,1456,2125,18,117,127
2020-07-26,"Alabama",1,79294,1473,1164,17,118,128
2020-07-27,"Alabama",1,81115,1491,1821,18,119,129
2020-07-28,"Alabama",1,82366,1491,1251,0,120,130
2020-07-29,"Alabama",1,83782,1538,1416,47,121,131
2020-07-30,"Alabama",1,85762,1565,1980,27,122,132
2020-07-31,"Alabama",1,87723,1580,1961,15,123,133
2020-08-01,"Alabama",1,89349,1603,1626,23,124,134
2020-08-02,"Alabama",1,91444,1627,2095,24,125,135
2020-08-03,"Alabama",1,92661,1633,1217,6,126,136
2020-08-04,"Alabama",1,93702,1666,1041,33,127,137
2020-08-05,"Alabama",1,94654,1695,952,29,128,138
2020-08-06,"Alabama",1,96592,1714,1938,19,129,139
2020-08-07,"Alabama",1,98301,1735,1709,21,130,140
2020-08-08,"Alabama",1,100173,1755,1872,20,131,141
2020-08-09,"Alabama",1,101334,1768,1161,13,132,142
2020-08-10,"Alabama",1,103020,1797,1686,29,133,143
2020-08-11,"Alabama",1,103851,1847,831,50,134,144
2020-08-12,"Alabama",1,104786,1882,935,35,135,145
2020-08-13,"Alabama",1,105557,1890,771,8,136,146
2020-08-14,"Alabama",1,106309,1893,752,3,137,147
2020-08-15,"Alabama",1,107580,1896,1271,3,138,148
2020-08-16,"Alabama",1,108433,1898,853,2,139,149
2020-08-17,"Alabama",1,109004,1925,571,27,140,150
2020-08-18,"Alabama",1,110361,1936,1357,11,141,151
2020-08-19,"Alabama",1,111478,1944,1117,8,142,152
2020-08-20,"Alabama",1,112449,1974,971,30,143,153
2020-08-21,"Alabama",1,113632,1996,1183,22,144,154
2020-08-22,"Alabama",1,114532,2011,900,15,145,155
2020-08-23,"Alabama",1,115060,2013,528,2,146,156
2020-08-24,"Alabama",1,116710,2024,1650,11,147,157
2020-08-25,"Alabama",1,117242,2037,532,13,148,158
2020-08-26,"Alabama",1,119254,2045,2012,8,149,159
2020-08-27,"Alabama",1,121023,2076,1769,31,150,160
2020-08-28,"Alabama",1,122185,2107,1162,31,151,161
2020-08-29,"Alabama",1,123889,2152,1704,45,152,162
2020-08-30,"Alabama",1,125235,2162,1346,10,153,163
2020-08-31,"Alabama",1,126058,2182,823,20,154,164
2020-09-01,"Alabama",1,127616,2200,1558,18,155,165
2020-09-02,"Alabama",1,128239,2217,623,17,156,166
2020-09-03,"Alabama",1,129285,2233,1046,16,157,167
2020-09-04,"Alabama",1,130393,2266,1108,33,158,168
2020-09-05,"Alabama",1,131803,2275,1410,9,159,169
2020-09-06,"Alabama",1,132314,2276,511,1,160,170
2020-09-07,"Alabama",1,132973,2276,659,0,161,171
2020-09-08,"Alabama",1,133606,2277,633,1,162,172
2020-09-09,"Alabama",1,134417,2285,811,8,163,173
2020-09-10,"Alabama",1,135565,2301,1148,16,164,174
2020-09-11,"Alabama",1,136703,2333,1138,32,165,175
2020-09-12,"Alabama",1,137646,2350,943,17,166,176
2020-09-13,"Alabama",1,138755,2351,1109,1,167,177
2020-09-14,"Alabama",1,139459,2355,704,4,168,178
2020-09-15,"Alabama",1,140160,2387,701,32,169,179
2020-09-16,"Alabama",1,141087,2392,927,5,170,180
2020-09-17,"Alabama",1,141757,2401,670,9,171,181
2020-09-18,"Alabama",1,142863,2428,1106,27,172,182
2020-09-19,"Alabama",1,144164,2437,1301,9,173,183
2020-09-20,"Alabama",1,144962,2437,798,0,174,184
2020-09-21,"Alabama",1,145780,2439,818,2,175,185
2020-09-22,"Alabama",1,146584,2457,804,18,176,186
2020-09-23,"Alabama",1,147153,2488,569,31,177,187
2020-09-24,"Alabama",1,148206,2506,1053,18,178,188
2020-09-25,"Alabama",1,150658,2491,2452,0,179,189
2020-09-26,"Alabama",1,151591,2501,933,10,180,190
2020-09-27,"Alabama",1,152321,2502,730,1,181,191
2020-09-28,"Alabama",1,152983,2501,662,0,182,192
2020-09-29,"Alabama",1,153554,2517,571,16,183,193
2020-09-30,"Alabama",1,154701,2540,1147,23,184,194
2020-10-01,"Alabama",1,155744,2548,1043,8,185,195
2020-10-02,"Alabama",1,156698,2550,954,2,186,196
2020-10-03,"Alabama",1,158380,2558,1682,8,187,197
2020-10-04,"Alabama",1,159169,2558,789,0,188,198
2020-10-05,"Alabama",1,159713,2559,544,1,189,199
2020-10-06,"Alabama",1,160477,2580,764,21,190,200
2020-10-07,"Alabama",1,161418,2601,941,21,191,201
2020-10-08,"Alabama",1,161975,2637,557,36,192,202
2020-10-09,"Alabama",1,163465,2653,1490,16,193,203
2020-10-10,"Alabama",1,164526,2664,1061,11,194,204
2020-03-12,"Alaska",2,1,0,1,0,0,0
2020-03-13,"Alaska",2,1,0,0,0,0,0
2020-03-14,"Alaska",2,1,0,0,0,0,0
2020-03-15,"Alaska",2,1,0,0,0,0,0
2020-03-16,"Alaska",2,3,0,2,0,0,0
2020-03-17,"Alaska",2,6,0,3,0,0,0
2020-03-18,"Alaska",2,9,0,3,0,0,0
2020-03-19,"Alaska",2,12,0,3,0,0,0
2020-03-20,"Alaska",2,14,0,2,0,0,0
2020-03-21,"Alaska",2,21,0,7,0,0,0
2020-03-22,"Alaska",2,22,0,1,0,0,0
2020-03-23,"Alaska",2,36,0,14,0,0,0
2020-03-24,"Alaska",2,42,0,6,0,0,0
2020-03-25,"Alaska",2,59,0,17,0,0,0
2020-03-26,"Alaska",2,69,0,10,0,0,0
2020-03-27,"Alaska",2,85,1,16,1,0,0
2020-03-28,"Alaska",2,102,1,17,0,0,0
2020-03-29,"Alaska",2,114,2,12,1,0,1
2020-03-30,"Alaska",2,120,2,6,0,0,2
2020-03-31,"Alaska",2,133,2,13,0,0,3
2020-04-01,"Alaska",2,143,2,10,0,0,4
2020-04-02,"Alaska",2,146,2,3,0,0,5
2020-04-03,"Alaska",2,156,2,10,0,0,6
2020-04-04,"Alaska",2,169,3,13,1,0,7
2020-04-05,"Alaska",2,183,4,14,1,0,8
2020-04-06,"Alaska",2,189,4,6,0,0,9
2020-04-07,"Alaska",2,211,4,22,0,0,10
2020-04-08,"Alaska",2,224,5,13,1,0,11
2020-04-09,"Alaska",2,233,5,9,0,0,12
2020-04-10,"Alaska",2,244,5,11,0,0,13
2020-04-11,"Alaska",2,255,6,11,1,0,14
2020-04-12,"Alaska",2,270,6,15,0,0,15
2020-04-13,"Alaska",2,275,6,5,0,0,16
2020-04-14,"Alaska",2,283,7,8,1,0,17
2020-04-15,"Alaska",2,291,7,8,0,0,18
2020-04-16,"Alaska",2,298,7,7,0,0,19
2020-04-17,"Alaska",2,307,7,9,0,0,20
2020-04-18,"Alaska",2,312,7,5,0,0,21
2020-04-19,"Alaska",2,317,7,5,0,0,22
2020-04-20,"Alaska",2,319,7,2,0,0,23
2020-04-21,"Alaska",2,327,7,8,0,0,24
2020-04-22,"Alaska",2,333,7,6,0,0,25
2020-04-23,"Alaska",2,335,7,2,0,0,26
2020-04-24,"Alaska",2,337,7,2,0,0,27
2020-04-25,"Alaska",2,337,7,0,0,0,28
2020-04-26,"Alaska",2,339,7,2,0,0,29
2020-04-27,"Alaska",2,343,7,4,0,0,30
2020-04-28,"Alaska",2,349,7,6,0,0,31
2020-04-29,"Alaska",2,353,7,4,0,0,32
2020-04-30,"Alaska",2,353,7,0,0,0,33
2020-05-01,"Alaska",2,362,7,9,0,0,34
2020-05-02,"Alaska",2,363,7,1,0,0,35
2020-05-03,"Alaska",2,366,7,3,0,0,36
2020-05-04,"Alaska",2,368,7,2,0,0,37
2020-05-05,"Alaska",2,369,7,1,0,0,38
2020-05-06,"Alaska",2,370,8,1,1,0,39
2020-05-07,"Alaska",2,373,8,3,0,0,40
2020-05-08,"Alaska",2,376,8,3,0,0,41
2020-05-09,"Alaska",2,377,8,1,0,0,42
2020-05-10,"Alaska",2,378,8,1,0,0,43
2020-05-11,"Alaska",2,380,8,2,0,0,44
2020-05-12,"Alaska",2,383,8,3,0,0,45
2020-05-13,"Alaska",2,383,8,0,0,0,46
2020-05-14,"Alaska",2,387,8,4,0,0,47
2020-05-15,"Alaska",2,388,8,1,0,0,48
2020-05-16,"Alaska",2,392,8,4,0,0,49
2020-05-17,"Alaska",2,396,8,4,0,0,50
2020-05-18,"Alaska",2,399,8,3,0,0,51
2020-05-19,"Alaska",2,399,8,0,0,0,52
2020-05-20,"Alaska",2,402,8,3,0,0,53
2020-05-21,"Alaska",2,402,8,0,0,0,54
2020-05-22,"Alaska",2,404,8,2,0,0,55
2020-05-23,"Alaska",2,409,8,5,0,0,56
2020-05-24,"Alaska",2,409,8,0,0,0,57
2020-05-25,"Alaska",2,412,8,3,0,0,58
2020-05-26,"Alaska",2,416,8,4,0,0,59
2020-05-27,"Alaska",2,417,8,1,0,0,60
2020-05-28,"Alaska",2,430,8,13,0,0,61
2020-05-29,"Alaska",2,436,8,6,0,0,62
2020-05-30,"Alaska",2,441,8,5,0,0,63
2020-05-31,"Alaska",2,469,8,28,0,0,64
2020-06-01,"Alaska",2,476,8,7,0,0,65
2020-06-02,"Alaska",2,497,8,21,0,0,66
2020-06-03,"Alaska",2,516,8,19,0,0,67
2020-06-04,"Alaska",2,542,8,26,0,0,68
2020-06-05,"Alaska",2,565,8,23,0,0,69
2020-06-06,"Alaska",2,579,8,14,0,0,70
2020-06-07,"Alaska",2,588,8,9,0,0,71
2020-06-08,"Alaska",2,607,8,19,0,0,72
2020-06-09,"Alaska",2,620,9,13,1,0,73
2020-06-10,"Alaska",2,642,9,22,0,0,74
2020-06-11,"Alaska",2,666,9,24,0,0,75
2020-06-12,"Alaska",2,688,10,22,1,0,76
2020-06-13,"Alaska",2,722,10,34,0,1,77
2020-06-14,"Alaska",2,734,10,12,0,2,78
2020-06-15,"Alaska",2,738,10,4,0,3,79
2020-06-16,"Alaska",2,751,10,13,0,4,80
2020-06-17,"Alaska",2,776,10,25,0,5,81
2020-06-18,"Alaska",2,795,10,19,0,6,82
2020-06-19,"Alaska",2,821,10,26,0,7,83
2020-06-20,"Alaska",2,845,10,24,0,8,84
2020-06-21,"Alaska",2,859,10,14,0,9,85
2020-06-22,"Alaska",2,869,10,10,0,10,86
2020-06-23,"Alaska",2,905,10,36,0,11,87
2020-06-24,"Alaska",2,926,10,21,0,12,88
2020-06-25,"Alaska",2,971,10,45,0,13,89
2020-06-26,"Alaska",2,1001,12,30,2,14,90
2020-06-27,"Alaska",2,1027,12,26,0,15,91
2020-06-28,"Alaska",2,1060,12,33,0,16,92
2020-06-29,"Alaska",2,1085,12,25,0,17,93
2020-06-30,"Alaska",2,1132,12,47,0,18,94
2020-07-01,"Alaska",2,1174,12,42,0,19,95
2020-07-02,"Alaska",2,1224,12,50,0,20,96
2020-07-03,"Alaska",2,1284,13,60,1,21,97
2020-07-04,"Alaska",2,1339,14,55,1,22,98
2020-07-05,"Alaska",2,1371,14,32,0,23,99
2020-07-06,"Alaska",2,1401,14,30,0,24,100
2020-07-07,"Alaska",2,1423,15,22,1,25,101
2020-07-08,"Alaska",2,1472,15,49,0,26,102
2020-07-09,"Alaska",2,1521,15,49,0,27,103
2020-07-10,"Alaska",2,1579,15,58,0,28,104
2020-07-11,"Alaska",2,1656,15,77,0,29,105
2020-07-12,"Alaska",2,1772,15,116,0,30,106
2020-07-13,"Alaska",2,1843,15,71,0,31,107
2020-07-14,"Alaska",2,1897,15,54,0,32,108
2020-07-15,"Alaska",2,1958,15,61,0,33,109
2020-07-16,"Alaska",2,2034,15,76,0,34,110
2020-07-17,"Alaska",2,2083,15,49,0,35,111
2020-07-18,"Alaska",2,2157,16,74,1,36,112
2020-07-19,"Alaska",2,2275,16,118,0,37,113
2020-07-20,"Alaska",2,2412,16,137,0,38,114
2020-07-21,"Alaska",2,2523,16,111,0,39,115
2020-07-22,"Alaska",2,2617,17,94,1,40,116
2020-07-23,"Alaska",2,2682,17,65,0,41,117
2020-07-24,"Alaska",2,2746,17,64,0,42,118
2020-07-25,"Alaska",2,2866,18,120,1,43,119
2020-07-26,"Alaska",2,3100,18,234,0,44,120
2020-07-27,"Alaska",2,3204,19,104,1,45,121
2020-07-28,"Alaska",2,3348,20,144,1,46,122
2020-07-29,"Alaska",2,3440,20,92,0,47,123
2020-07-30,"Alaska",2,3557,21,117,1,48,124
2020-07-31,"Alaska",2,3675,21,118,0,49,125
2020-08-01,"Alaska",2,3825,22,150,1,50,126
2020-08-02,"Alaska",2,3982,22,157,0,51,127
2020-08-03,"Alaska",2,4062,23,80,1,52,128
2020-08-04,"Alaska",2,4123,23,61,0,53,129
2020-08-05,"Alaska",2,4181,23,58,0,54,130
2020-08-06,"Alaska",2,4221,23,40,0,55,131
2020-08-07,"Alaska",2,4286,23,65,0,56,132
2020-08-08,"Alaska",2,4371,24,85,1,57,133
2020-08-09,"Alaska",2,4471,24,100,0,58,134
2020-08-10,"Alaska",2,4537,24,66,0,59,135
2020-08-11,"Alaska",2,4587,24,50,0,60,136
2020-08-12,"Alaska",2,4653,25,66,1,61,137
2020-08-13,"Alaska",2,4748,25,95,0,62,138
2020-08-14,"Alaska",2,4867,25,119,0,63,139
2020-08-15,"Alaska",2,4952,26,85,1,64,140
2020-08-16,"Alaska",2,5058,26,106,0,65,141
2020-08-17,"Alaska",2,5108,26,50,0,66,142
2020-08-18,"Alaska",2,5175,27,67,1,67,143
2020-08-19,"Alaska",2,5245,27,70,0,68,144
2020-08-20,"Alaska",2,5330,27,85,0,69,145
2020-08-21,"Alaska",2,5401,28,71,1,70,146
2020-08-22,"Alaska",2,5492,29,91,1,71,147
2020-08-23,"Alaska",2,5556,30,64,1,72,148
2020-08-24,"Alaska",2,5626,30,70,0,73,149
2020-08-25,"Alaska",2,5621,33,0,3,74,150
2020-08-26,"Alaska",2,5671,34,50,1,75,151
2020-08-27,"Alaska",2,5752,34,81,0,76,152
2020-08-28,"Alaska",2,5874,34,122,0,77,153
2020-08-29,"Alaska",2,5985,34,111,0,78,154
2020-08-30,"Alaska",2,6036,34,51,0,79,155
2020-08-31,"Alaska",2,6075,34,39,0,80,156
2020-09-01,"Alaska",2,6109,36,34,2,81,157
2020-09-02,"Alaska",2,6181,36,72,0,82,158
2020-09-03,"Alaska",2,6287,37,106,1,83,159
2020-09-04,"Alaska",2,6416,37,129,0,84,160
2020-09-05,"Alaska",2,6514,39,98,2,85,161
2020-09-06,"Alaska",2,6603,39,89,0,86,162
2020-09-07,"Alaska",2,6637,39,34,0,87,163
2020-09-08,"Alaska",2,6670,39,33,0,88,164
2020-09-09,"Alaska",2,6735,39,65,0,89,165
2020-09-10,"Alaska",2,6860,39,125,0,90,166
2020-09-11,"Alaska",2,6968,40,108,1,91,167
2020-09-12,"Alaska",2,7074,41,106,1,92,168
2020-09-13,"Alaska",2,7136,41,62,0,93,169
2020-09-14,"Alaska",2,7213,41,77,0,94,170
2020-09-15,"Alaska",2,7256,41,43,0,95,171
2020-09-16,"Alaska",2,7308,41,52,0,96,172
2020-09-17,"Alaska",2,7413,41,105,0,97,173
2020-09-18,"Alaska",2,7528,42,115,1,98,174
2020-09-19,"Alaska",2,7613,42,85,0,99,175
2020-09-20,"Alaska",2,7704,42,91,0,100,176
2020-09-21,"Alaska",2,7775,42,71,0,101,177
2020-09-22,"Alaska",2,7821,42,46,0,102,178
2020-09-23,"Alaska",2,7875,42,54,0,103,179
2020-09-24,"Alaska",2,8015,43,140,1,104,180
2020-09-25,"Alaska",2,8133,48,118,5,105,181
2020-09-26,"Alaska",2,8244,48,111,0,106,182
2020-09-27,"Alaska",2,8359,52,115,4,107,183
2020-09-28,"Alaska",2,8477,52,118,0,108,184
2020-09-29,"Alaska",2,8602,52,125,0,109,185
2020-09-30,"Alaska",2,8707,52,105,0,110,186
2020-10-01,"Alaska",2,8838,53,131,1,111,187
2020-10-02,"Alaska",2,8964,53,126,0,112,188
2020-10-03,"Alaska",2,9111,54,147,1,113,189
2020-10-04,"Alaska",2,9300,54,189,0,114,190
2020-10-05,"Alaska",2,9511,54,211,0,115,191
2020-10-06,"Alaska",2,9656,54,145,0,116,192
2020-10-07,"Alaska",2,9784,55,128,1,117,193
2020-10-08,"Alaska",2,9919,56,135,1,118,194
2020-10-09,"Alaska",2,10099,56,180,0,119,195
2020-10-10,"Alaska",2,10350,56,251,0,120,196
2020-01-26,"Arizona",4,1,0,1,0,0,0
2020-01-27,"Arizona",4,1,0,0,0,0,0
2020-01-28,"Arizona",4,1,0,0,0,0,0
2020-01-29,"Arizona",4,1,0,0,0,0,0
2020-01-30,"Arizona",4,1,0,0,0,0,0
2020-01-31,"Arizona",4,1,0,0,0,0,0
2020-02-01,"Arizona",4,1,0,0,0,0,0
2020-02-02,"Arizona",4,1,0,0,0,0,0
2020-02-03,"Arizona",4,1,0,0,0,0,0
2020-02-04,"Arizona",4,1,0,0,0,0,0
2020-02-05,"Arizona",4,1,0,0,0,0,0
2020-02-06,"Arizona",4,1,0,0,0,0,0
2020-02-07,"Arizona",4,1,0,0,0,0,0
2020-02-08,"Arizona",4,1,0,0,0,0,0
2020-02-09,"Arizona",4,1,0,0,0,0,0
2020-02-10,"Arizona",4,1,0,0,0,0,0
2020-02-11,"Arizona",4,1,0,0,0,0,0
2020-02-12,"Arizona",4,1,0,0,0,0,0
2020-02-13,"Arizona",4,1,0,0,0,0,0
2020-02-14,"Arizona",4,1,0,0,0,0,0
2020-02-15,"Arizona",4,1,0,0,0,0,0
2020-02-16,"Arizona",4,1,0,0,0,0,0
2020-02-17,"Arizona",4,1,0,0,0,0,0
2020-02-18,"Arizona",4,1,0,0,0,0,0
2020-02-19,"Arizona",4,1,0,0,0,0,0
2020-02-20,"Arizona",4,1,0,0,0,0,0
2020-02-21,"Arizona",4,1,0,0,0,0,0
2020-02-22,"Arizona",4,1,0,0,0,0,0
2020-02-23,"Arizona",4,1,0,0,0,0,0
2020-02-24,"Arizona",4,1,0,0,0,0,0
2020-02-25,"Arizona",4,1,0,0,0,0,0
2020-02-26,"Arizona",4,1,0,0,0,0,0
2020-02-27,"Arizona",4,1,0,0,0,0,0
2020-02-28,"Arizona",4,1,0,0,0,0,0
2020-02-29,"Arizona",4,1,0,0,0,0,0
2020-03-01,"Arizona",4,1,0,0,0,0,0
2020-03-02,"Arizona",4,1,0,0,0,0,0
2020-03-03,"Arizona",4,2,0,1,0,0,0
2020-03-04,"Arizona",4,2,0,0,0,0,0
2020-03-05,"Arizona",4,2,0,0,0,0,0
2020-03-06,"Arizona",4,3,0,1,0,0,0
2020-03-07,"Arizona",4,5,0,2,0,0,0
2020-03-08,"Arizona",4,5,0,0,0,0,0
2020-03-09,"Arizona",4,6,0,1,0,0,0
2020-03-10,"Arizona",4,6,0,0,0,0,0
2020-03-11,"Arizona",4,9,0,3,0,0,0
2020-03-12,"Arizona",4,9,0,0,0,0,0
2020-03-13,"Arizona",4,9,0,0,0,0,0
2020-03-14,"Arizona",4,12,0,3,0,0,0
2020-03-15,"Arizona",4,13,0,1,0,0,0
2020-03-16,"Arizona",4,18,0,5,0,0,0
2020-03-17,"Arizona",4,20,0,2,0,0,0
2020-03-18,"Arizona",4,28,0,8,0,0,0
2020-03-19,"Arizona",4,47,0,19,0,0,0
2020-03-20,"Arizona",4,70,1,23,1,0,0
2020-03-21,"Arizona",4,104,1,34,0,0,0
2020-03-22,"Arizona",4,153,2,49,1,0,1
2020-03-23,"Arizona",4,234,2,81,0,0,2
2020-03-24,"Arizona",4,326,6,92,4,0,3
2020-03-25,"Arizona",4,402,6,76,0,0,4
2020-03-26,"Arizona",4,508,8,106,2,0,5
2020-03-27,"Arizona",4,665,15,157,7,0,6
2020-03-28,"Arizona",4,773,15,108,0,1,7
2020-03-29,"Arizona",4,930,18,157,3,2,8
2020-03-30,"Arizona",4,1169,20,239,2,3,9
2020-03-31,"Arizona",4,1298,24,129,4,4,10
2020-04-01,"Arizona",4,1413,29,115,5,5,11
2020-04-02,"Arizona",4,1600,35,187,6,6,12
2020-04-03,"Arizona",4,1769,41,169,6,7,13
2020-04-04,"Arizona",4,2019,53,250,12,8,14
2020-04-05,"Arizona",4,2269,64,250,11,9,15
2020-04-06,"Arizona",4,2466,67,197,3,10,16
2020-04-07,"Arizona",4,2577,77,111,10,11,17
2020-04-08,"Arizona",4,2726,80,149,3,12,18
